Address,State,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/26/2007,Parts per billion,13.333333,23,5,22,Parts per million,0.0255,0.044,10,37,Parts per billion,1,1,0,1,Parts per million,0.195833,0.4,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/26/2007,Parts per billion,13.333333,23,5,22,Parts per million,0.0255,0.044,10,37,Parts per billion,1,1,0,1,Parts per million,0.220833,0.3,0,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/26/2007,Parts per billion,13.333333,23,5,22,Parts per million,0.0255,0.044,10,37,Parts per billion,1,1,2,1,Parts per million,0.195833,0.4,5,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/26/2007,Parts per billion,13.333333,23,5,22,Parts per million,0.0255,0.044,10,37,Parts per billion,1,1,2,1,Parts per million,0.220833,0.3,0,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2007,Parts per billion,12.583333,28,6,26,Parts per million,0.024292,0.038,11,32,Parts per billion,1,1,0,1,Parts per million,0.204167,0.6,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2007,Parts per billion,12.583333,28,6,26,Parts per million,0.024292,0.038,11,32,Parts per billion,1,1,0,1,Parts per million,0.204167,0.3,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2007,Parts per billion,12.583333,28,6,26,Parts per million,0.024292,0.038,11,32,Parts per billion,1,1,2,1,Parts per million,0.204167,0.6,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/27/2007,Parts per billion,12.583333,28,6,26,Parts per million,0.024292,0.038,11,32,Parts per billion,1,1,2,1,Parts per million,0.204167,0.3,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2007,Parts per billion,7.166667,17,4,16,Parts per million,0.025625,0.037,11,31,Parts per billion,1,1,0,1,Parts per million,0.1375,0.2,1,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2007,Parts per billion,7.166667,17,4,16,Parts per million,0.025625,0.037,11,31,Parts per billion,1,1,0,1,Parts per million,0.15,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2007,Parts per billion,7.166667,17,4,16,Parts per million,0.025625,0.037,11,31,Parts per billion,1,1,2,1,Parts per million,0.1375,0.2,1,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/28/2007,Parts per billion,7.166667,17,4,16,Parts per million,0.025625,0.037,11,31,Parts per billion,1,1,2,1,Parts per million,0.15,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2007,Parts per billion,6.083333,18,23,17,Parts per million,0.042417,0.064,13,64,Parts per billion,1.25,3,9,4,Parts per million,0.141667,0.3,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2007,Parts per billion,6.083333,18,23,17,Parts per million,0.042417,0.064,13,64,Parts per billion,1.25,3,9,4,Parts per million,0.1125,0.2,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2007,Parts per billion,6.083333,18,23,17,Parts per million,0.042417,0.064,13,64,Parts per billion,1.2375,2.3,11,4,Parts per million,0.141667,0.3,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/29/2007,Parts per billion,6.083333,18,23,17,Parts per million,0.042417,0.064,13,64,Parts per billion,1.2375,2.3,11,4,Parts per million,0.1125,0.2,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2007,Parts per billion,9.75,23,21,22,Parts per million,0.039583,0.06,10,51,Parts per billion,1.291667,3,9,4,Parts per million,0.154167,0.3,16,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2007,Parts per billion,9.75,23,21,22,Parts per million,0.039583,0.06,10,51,Parts per billion,1.291667,3,9,4,Parts per million,0.154167,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2007,Parts per billion,9.75,23,21,22,Parts per million,0.039583,0.06,10,51,Parts per billion,1.2625,2.6,11,4,Parts per million,0.154167,0.3,16,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/30/2007,Parts per billion,9.75,23,21,22,Parts per million,0.039583,0.06,10,51,Parts per billion,1.2625,2.6,11,4,Parts per million,0.154167,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2007,Parts per billion,9.85,22,7,21,Parts per million,0.035167,0.049,10,42,Parts per billion,0.666667,2,8,3,Parts per million,0.178261,0.4,9,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2007,Parts per billion,9.85,22,7,21,Parts per million,0.035167,0.049,10,42,Parts per billion,0.666667,2,8,3,Parts per million,0.195833,0.3,9,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2007,Parts per billion,9.85,22,7,21,Parts per million,0.035167,0.049,10,42,Parts per billion,0.657143,1.3,8,3,Parts per million,0.178261,0.4,9,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,7/31/2007,Parts per billion,9.85,22,7,21,Parts per million,0.035167,0.049,10,42,Parts per billion,0.657143,1.3,8,3,Parts per million,0.195833,0.3,9,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2007,Parts per billion,12.041667,23,23,22,Parts per million,0.027542,0.043,11,36,Parts per billion,0.083333,1,11,1,Parts per million,0.208333,0.4,12,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2007,Parts per billion,12.041667,23,23,22,Parts per million,0.027542,0.043,11,36,Parts per billion,0.083333,1,11,1,Parts per million,0.183333,0.3,12,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2007,Parts per billion,12.041667,23,23,22,Parts per million,0.027542,0.043,11,36,Parts per billion,0.075,0.3,11,1,Parts per million,0.208333,0.4,12,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/1/2007,Parts per billion,12.041667,23,23,22,Parts per million,0.027542,0.043,11,36,Parts per billion,0.075,0.3,11,1,Parts per million,0.183333,0.3,12,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2007,Parts per billion,14.333333,23,0,22,Parts per million,0.032875,0.053,11,45,Parts per billion,0.045455,1,23,1,Parts per million,0.2125,0.5,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2007,Parts per billion,14.333333,23,0,22,Parts per million,0.032875,0.053,11,45,Parts per billion,0.045455,1,23,1,Parts per million,0.216667,0.3,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2007,Parts per billion,14.333333,23,0,22,Parts per million,0.032875,0.053,11,45,Parts per billion,0.042857,0.3,23,1,Parts per million,0.2125,0.5,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/2/2007,Parts per billion,14.333333,23,0,22,Parts per million,0.032875,0.053,11,45,Parts per billion,0.042857,0.3,23,1,Parts per million,0.216667,0.3,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2007,Parts per billion,9.25,19,7,18,Parts per million,0.036125,0.05,11,42,Parts per billion,0.083333,1,10,1,Parts per million,0.154167,0.3,7,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2007,Parts per billion,9.25,19,7,18,Parts per million,0.036125,0.05,11,42,Parts per billion,0.083333,1,10,1,Parts per million,0.166667,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2007,Parts per billion,9.25,19,7,18,Parts per million,0.036125,0.05,11,42,Parts per billion,0.075,0.6,11,1,Parts per million,0.154167,0.3,7,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/3/2007,Parts per billion,9.25,19,7,18,Parts per million,0.036125,0.05,11,42,Parts per billion,0.075,0.6,11,1,Parts per million,0.166667,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2007,Parts per billion,5.916667,11,0,10,Parts per million,0.03525,0.038,9,32,Parts per billion,0.375,2,5,3,Parts per million,0.108333,0.2,10,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2007,Parts per billion,5.916667,11,0,10,Parts per million,0.03525,0.038,9,32,Parts per billion,0.375,2,5,3,Parts per million,0.1,0.1,0,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2007,Parts per billion,5.916667,11,0,10,Parts per million,0.03525,0.038,9,32,Parts per billion,0.3625,1.3,8,3,Parts per million,0.108333,0.2,10,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/4/2007,Parts per billion,5.916667,11,0,10,Parts per million,0.03525,0.038,9,32,Parts per billion,0.3625,1.3,8,3,Parts per million,0.1,0.1,0,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2007,Parts per billion,5.875,12,8,11,Parts per million,0.023042,0.033,9,28,Parts per billion,0,0,0,0,Parts per million,0.129167,0.3,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2007,Parts per billion,5.875,12,8,11,Parts per million,0.023042,0.033,9,28,Parts per billion,0,0,0,0,Parts per million,0.1375,0.2,10,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2007,Parts per billion,5.875,12,8,11,Parts per million,0.023042,0.033,9,28,Parts per billion,0,0,2,0,Parts per million,0.129167,0.3,8,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/5/2007,Parts per billion,5.875,12,8,11,Parts per million,0.023042,0.033,9,28,Parts per billion,0,0,2,0,Parts per million,0.1375,0.2,10,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2007,Parts per billion,10.863636,28,20,26,Parts per million,0.01475,0.025,10,21,Parts per billion,0,0,0,0,Parts per million,0.13913,0.5,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2007,Parts per billion,10.863636,28,20,26,Parts per million,0.01475,0.025,10,21,Parts per billion,0,0,0,0,Parts per million,0.125,0.2,18,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2007,Parts per billion,10.863636,28,20,26,Parts per million,0.01475,0.025,10,21,Parts per billion,0,0,2,0,Parts per million,0.13913,0.5,21,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/6/2007,Parts per billion,10.863636,28,20,26,Parts per million,0.01475,0.025,10,21,Parts per billion,0,0,2,0,Parts per million,0.125,0.2,18,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2007,Parts per billion,16.045455,40,21,38,Parts per million,0.022958,0.049,11,42,Parts per billion,0.043478,1,22,1,Parts per million,0.263636,1,22,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2007,Parts per billion,16.045455,40,21,38,Parts per million,0.022958,0.049,11,42,Parts per billion,0.043478,1,22,1,Parts per million,0.183333,0.5,23,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2007,Parts per billion,16.045455,40,21,38,Parts per million,0.022958,0.049,11,42,Parts per billion,0.042857,0.3,23,1,Parts per million,0.263636,1,22,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/7/2007,Parts per billion,16.045455,40,21,38,Parts per million,0.022958,0.049,11,42,Parts per billion,0.042857,0.3,23,1,Parts per million,0.183333,0.5,23,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2007,Parts per billion,24.125,63,21,61,Parts per million,0.033542,0.07,12,84,Parts per billion,0.166667,2,23,3,Parts per million,0.383333,1.1,23,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2007,Parts per billion,24.125,63,21,61,Parts per million,0.033542,0.07,12,84,Parts per billion,0.166667,2,23,3,Parts per million,0.375,0.7,2,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2007,Parts per billion,24.125,63,21,61,Parts per million,0.033542,0.07,12,84,Parts per billion,0.1625,1,23,3,Parts per million,0.383333,1.1,23,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/8/2007,Parts per billion,24.125,63,21,61,Parts per million,0.033542,0.07,12,84,Parts per billion,0.1625,1,23,3,Parts per million,0.375,0.7,2,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2007,Parts per billion,21.791667,53,0,50,Parts per million,0.027583,0.057,11,48,Parts per billion,0.125,1,0,1,Parts per million,0.329167,1.1,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2007,Parts per billion,21.791667,53,0,50,Parts per million,0.027583,0.057,11,48,Parts per billion,0.125,1,0,1,Parts per million,0.391667,0.7,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2007,Parts per billion,21.791667,53,0,50,Parts per million,0.027583,0.057,11,48,Parts per billion,0.1125,0.3,2,1,Parts per million,0.329167,1.1,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/9/2007,Parts per billion,21.791667,53,0,50,Parts per million,0.027583,0.057,11,48,Parts per billion,0.1125,0.3,2,1,Parts per million,0.391667,0.7,0,8
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2007,Parts per billion,14.25,27,6,25,Parts per million,0.03,0.054,11,46,Parts per billion,0.166667,1,8,1,Parts per million,0.220833,0.6,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2007,Parts per billion,14.25,27,6,25,Parts per million,0.03,0.054,11,46,Parts per billion,0.166667,1,8,1,Parts per million,0.241667,0.3,0,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2007,Parts per billion,14.25,27,6,25,Parts per million,0.03,0.054,11,46,Parts per billion,0.1625,1,11,1,Parts per million,0.220833,0.6,6,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/10/2007,Parts per billion,14.25,27,6,25,Parts per million,0.03,0.054,11,46,Parts per billion,0.1625,1,11,1,Parts per million,0.241667,0.3,0,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2007,Parts per billion,12,35,21,33,Parts per million,0.03375,0.065,11,67,Parts per billion,0.125,1,3,1,Parts per million,0.2125,0.7,21,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2007,Parts per billion,12,35,21,33,Parts per million,0.03375,0.065,11,67,Parts per billion,0.125,1,3,1,Parts per million,0.15,0.4,23,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2007,Parts per billion,12,35,21,33,Parts per million,0.03375,0.065,11,67,Parts per billion,0.1125,0.6,5,1,Parts per million,0.2125,0.7,21,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/11/2007,Parts per billion,12,35,21,33,Parts per million,0.03375,0.065,11,67,Parts per billion,0.1125,0.6,5,1,Parts per million,0.15,0.4,23,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2007,Parts per billion,12.75,41,20,39,Parts per million,0.033583,0.064,10,64,Parts per billion,0,0,0,0,Parts per million,0.233333,0.7,0,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2007,Parts per billion,12.75,41,20,39,Parts per million,0.033583,0.064,10,64,Parts per billion,0,0,0,0,Parts per million,0.270833,0.5,0,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2007,Parts per billion,12.75,41,20,39,Parts per million,0.033583,0.064,10,64,Parts per billion,0,0,2,0,Parts per million,0.233333,0.7,0,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/12/2007,Parts per billion,12.75,41,20,39,Parts per million,0.033583,0.064,10,64,Parts per billion,0,0,2,0,Parts per million,0.270833,0.5,0,6
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2007,Parts per billion,14.041667,33,1,31,Parts per million,0.033333,0.049,10,42,Parts per billion,0.041667,1,9,1,Parts per million,0.179167,0.5,4,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2007,Parts per billion,14.041667,33,1,31,Parts per million,0.033333,0.049,10,42,Parts per billion,0.041667,1,9,1,Parts per million,0.220833,0.3,0,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2007,Parts per billion,14.041667,33,1,31,Parts per million,0.033333,0.049,10,42,Parts per billion,0.0375,0.3,11,1,Parts per million,0.179167,0.5,4,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/13/2007,Parts per billion,14.041667,33,1,31,Parts per million,0.033333,0.049,10,42,Parts per billion,0.0375,0.3,11,1,Parts per million,0.220833,0.3,0,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2007,Parts per billion,12.95,36,6,34,Parts per million,0.046833,0.068,11,77,Parts per billion,0.05,1,10,1,Parts per million,0.171429,0.4,15,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2007,Parts per billion,12.95,36,6,34,Parts per million,0.046833,0.068,11,77,Parts per billion,0.05,1,10,1,Parts per million,0.155556,0.3,15,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2007,Parts per billion,12.95,36,6,34,Parts per million,0.046833,0.068,11,77,Parts per billion,0,0,2,1,Parts per million,0.171429,0.4,15,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/14/2007,Parts per billion,12.95,36,6,34,Parts per million,0.046833,0.068,11,77,Parts per billion,0,0,2,1,Parts per million,0.155556,0.3,15,3
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2007,Parts per billion,15.208333,32,0,30,Parts per million,0.04575,0.073,11,93,Parts per billion,0,0,0,0,Parts per million,0.195833,0.3,6,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2007,Parts per billion,15.208333,32,0,30,Parts per million,0.04575,0.073,11,93,Parts per billion,0,0,0,0,Parts per million,0.2,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2007,Parts per billion,15.208333,32,0,30,Parts per million,0.04575,0.073,11,93,Parts per billion,0,0,2,0,Parts per million,0.195833,0.3,6,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/15/2007,Parts per billion,15.208333,32,0,30,Parts per million,0.04575,0.073,11,93,Parts per billion,0,0,2,0,Parts per million,0.2,0.2,0,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2007,Parts per billion,17.454545,40,5,38,Parts per million,0.040958,0.065,12,67,Parts per billion,0.136364,1,8,1,Parts per million,0.236364,0.8,5,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2007,Parts per billion,17.454545,40,5,38,Parts per million,0.040958,0.065,12,67,Parts per billion,0.136364,1,8,1,Parts per million,0.254167,0.4,9,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2007,Parts per billion,17.454545,40,5,38,Parts per million,0.040958,0.065,12,67,Parts per billion,0.128571,0.6,11,1,Parts per million,0.236364,0.8,5,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/16/2007,Parts per billion,17.454545,40,5,38,Parts per million,0.040958,0.065,12,67,Parts per billion,0.128571,0.6,11,1,Parts per million,0.254167,0.4,9,5
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2007,Parts per billion,22.541667,64,21,62,Parts per million,0.032417,0.065,11,67,Parts per billion,0.083333,1,22,1,Parts per million,0.333333,1.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2007,Parts per billion,22.541667,64,21,62,Parts per million,0.032417,0.065,11,67,Parts per billion,0.083333,1,22,1,Parts per million,0.170833,0.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2007,Parts per billion,22.541667,64,21,62,Parts per million,0.032417,0.065,11,67,Parts per billion,0.075,0.6,23,1,Parts per million,0.333333,1.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/17/2007,Parts per billion,22.541667,64,21,62,Parts per million,0.032417,0.065,11,67,Parts per billion,0.075,0.6,23,1,Parts per million,0.170833,0.8,23,9
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2007,Parts per billion,15.041667,50,0,47,Parts per million,0.038667,0.066,10,71,Parts per billion,0,0,0,0,Parts per million,0.1875,0.6,0,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2007,Parts per billion,15.041667,50,0,47,Parts per million,0.038667,0.066,10,71,Parts per billion,0,0,0,0,Parts per million,0.35,0.9,0,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2007,Parts per billion,15.041667,50,0,47,Parts per million,0.038667,0.066,10,71,Parts per billion,0,0,2,0,Parts per million,0.1875,0.6,0,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/18/2007,Parts per billion,15.041667,50,0,47,Parts per million,0.038667,0.066,10,71,Parts per billion,0,0,2,0,Parts per million,0.35,0.9,0,10
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/19/2007,Parts per billion,4.375,14,5,13,Parts per million,0.034833,0.05,9,42,Parts per billion,0.041667,1,9,1,Parts per million,0.0125,0.1,5,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/19/2007,Parts per billion,4.375,14,5,13,Parts per million,0.034833,0.05,9,42,Parts per billion,0.041667,1,9,1,Parts per million,0.016667,0.1,0,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/19/2007,Parts per billion,4.375,14,5,13,Parts per million,0.034833,0.05,9,42,Parts per billion,0.0375,0.3,11,1,Parts per million,0.0125,0.1,5,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/19/2007,Parts per billion,4.375,14,5,13,Parts per million,0.034833,0.05,9,42,Parts per billion,0.0375,0.3,11,1,Parts per million,0.016667,0.1,0,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/20/2007,Parts per billion,9.818182,57,18,54,Parts per million,0.026958,0.042,10,36,Parts per billion,0,0,0,0,Parts per million,0.059091,0.2,6,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/20/2007,Parts per billion,9.818182,57,18,54,Parts per million,0.026958,0.042,10,36,Parts per billion,0,0,0,0,Parts per million,0.058333,0.1,6,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/20/2007,Parts per billion,9.818182,57,18,54,Parts per million,0.026958,0.042,10,36,Parts per billion,0,0,2,0,Parts per million,0.059091,0.2,6,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/20/2007,Parts per billion,9.818182,57,18,54,Parts per million,0.026958,0.042,10,36,Parts per billion,0,0,2,0,Parts per million,0.058333,0.1,6,1
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/21/2007,Parts per billion,10.857143,21,5,20,Parts per million,0.026917,0.043,11,36,Parts per billion,0.136364,2,21,3,Parts per million,0.126087,0.5,6,2
1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Phoenix,8/21/2007,Parts per billion,10.857143,21,5,20,Parts per million,0.026917,0.043,11,36,Parts per billion,0.136364,2,21,3,Parts per million,0.120833,0.2,7,2
